Room_no,Month,Day,Hour,Consumption_kWh,Average_Consumption_kWh,Wastage_kWh
1,5,2,15,1.05,0.75,0.3
1,5,2,16,1.92,0.94,0.98
1,5,2,17,2.4,1.63,0.77
1,5,2,18,2.19,1.52,0.67
1,5,2,19,2.66,1.88,0.78
1,5,2,20,3.08,1.63,1.45
1,5,2,21,0.33,0.63,0
1,5,2,22,2.1,1.73,0.37
1,5,2,23,0.81,1.31,0
1,5,3,0,2.41,1.19,1.22
1,5,3,1,3.65,1.68,1.97
1,5,3,2,1.29,0.83,0.46
1,5,3,3,1.85,0.86,0.99
1,5,3,4,3.39,1.5,1.89
1,5,3,5,1.14,1.6,0
1,5,3,6,1.76,1.26,0.5
1,5,3,7,2.31,1.41,0.9
1,5,3,8,2.29,1.54,0.75
1,5,3,9,1.65,1.93,0
1,5,3,10,2.27,1.84,0.43
1,5,3,11,1.8,1.68,0.12
1,5,3,12,0.9,0.7,0.2
1,5,3,13,0.67,0.67,0
1,5,3,14,2.37,0.59,1.78
1,5,3,15,0.92,1.16,0
1,5,3,16,1.48,1.83,0
1,5,3,17,1.62,1.18,0.44
1,5,3,18,2.48,0.79,1.69
1,5,3,19,2.14,0.6,1.54
1,5,3,20,1.24,0.58,0.66
1,5,3,21,1.94,0.6,1.34
1,5,3,22,1.23,0.88,0.35
1,5,3,23,1.79,1.46,0.33
1,5,4,0,2.49,1.93,0.56
1,5,4,1,1.49,0.66,0.83
1,5,4,2,0.94,0.57,0.37
1,5,4,3,2.32,1.85,0.47
1,5,4,4,2.63,1.17,1.46
1,5,4,5,1.28,0.54,0.74
1,5,4,6,2.74,1.41,1.33
1,5,4,7,2.33,0.62,1.71
1,5,4,8,2.94,1.44,1.5
1,5,4,9,2.4,0.65,1.75
1,5,4,10,2.65,1.23,1.42
1,5,4,11,2.69,1.35,1.34
1,5,4,12,3.14,1.84,1.3
1,5,4,13,2,0.9,1.1
1,5,4,14,2.18,1.7,0.48
1,5,4,15,1.74,1.81,0
1,5,4,16,0.93,0.99,0
1,5,4,17,0.35,0.84,0
1,5,4,18,2.4,1.53,0.87
1,5,4,19,3.54,1.95,1.59
1,5,4,20,2.06,1.85,0.21
1,5,4,21,2.94,1.87,1.07
1,5,4,22,2.07,1.7,0.37
1,5,4,23,2.16,0.71,1.45
1,5,5,0,1.21,1.59,0
1,5,5,1,2.57,1.46,1.11
1,5,5,2,2.28,1.66,0.62
1,5,5,3,0.64,0.98,0
1,5,5,4,2.09,0.58,1.51
1,5,5,5,0.99,1.06,0
1,5,5,6,2.9,1.08,1.82
1,5,5,7,0.54,0.81,0
1,5,5,8,1.8,1.48,0.32
1,5,5,9,2.62,1.95,0.67
1,5,5,10,0.72,0.73,0
1,5,5,11,1.19,1.35,0
1,5,5,12,1.7,0.71,0.99
1,5,5,13,2.83,0.92,1.91
1,5,5,14,1.33,1.1,0.23
1,5,5,15,0.66,1.05,0
1,5,5,16,1.76,0.58,1.18
1,5,5,17,1.21,1.22,0
1,5,5,18,3.83,1.91,1.92
1,5,5,19,1.47,1.36,0.11
1,5,5,20,2.57,1.78,0.79
1,5,5,21,2.1,1.53,0.57
1,5,5,22,3.32,1.69,1.63
1,5,5,23,2.67,1.76,0.91
1,5,6,0,1.42,0.62,0.8
1,5,6,1,1.7,1.75,0
1,5,6,2,2.88,1.45,1.43
1,5,6,3,2.5,1.33,1.17
1,5,6,4,1.06,0.56,0.5
1,5,6,5,1.41,1.06,0.35
1,5,6,6,2.51,1.17,1.34
1,5,6,7,1.48,0.61,0.87
1,5,6,8,1.5,1.59,0
1,5,6,9,3.14,1.2,1.94
1,5,6,10,3.31,1.75,1.56
1,5,6,11,2.74,1.12,1.62
1,5,6,12,2.74,1.52,1.22
1,5,6,13,1.9,1.82,0.08
1,5,6,14,0.72,0.8,0
1,5,6,15,2.32,1.59,0.73
1,5,6,16,1.02,0.97,0.05
1,5,6,17,3.03,1.43,1.6
1,5,6,18,2.83,1,1.83
1,5,6,19,2.5,1.35,1.15
1,5,6,20,2.02,1.75,0.27
1,5,6,21,3.26,1.77,1.49
1,5,6,22,1.42,1.36,0.06
1,5,6,23,2.19,1.35,0.84
1,5,7,0,3.1,1.14,1.96
1,5,7,1,1.83,1.38,0.45
1,5,7,2,2.44,1.24,1.2
1,5,7,3,0.62,0.6,0.02
1,5,7,4,1.26,1.22,0.04
1,5,7,5,2.09,1.44,0.65
1,5,7,6,3.14,1.27,1.87
1,5,7,7,0.44,0.77,0
1,5,7,8,1.7,1.74,0
1,5,7,9,2.68,1.75,0.93
1,5,7,10,2.93,1.51,1.42
1,5,7,11,1.48,0.6,0.88
1,5,7,12,2.82,1.67,1.15
1,5,7,13,2.5,1.97,0.53
1,5,7,14,1.78,0.61,1.17
1,5,7,15,2.29,0.96,1.33
1,5,7,16,1.46,1.95,0
1,5,7,17,1.8,1.14,0.66
1,5,7,18,2.28,0.56,1.72
1,5,7,19,2.26,1.01,1.25
1,5,7,20,2.14,0.77,1.37
1,5,7,21,2.14,0.54,1.6
1,5,7,22,1.59,1.09,0.5
1,5,7,23,2.26,0.51,1.75
1,6,1,0,3.23,1.24,1.99
1,6,1,1,1.43,1.05,0.38
1,6,1,2,0.49,0.83,0
1,6,1,3,0.45,0.67,0
1,6,1,4,0.49,0.54,0
1,6,1,5,2,1.23,0.77
1,6,1,6,2.52,1.88,0.64
1,6,1,7,1.72,1.31,0.41
1,6,1,8,0.67,1,0
1,6,1,9,3.13,1.81,1.32
1,6,1,10,2.63,1.97,0.66
1,6,1,11,1.03,0.94,0.09
1,6,1,12,1.33,0.66,0.67
1,6,1,13,3.62,1.88,1.74
1,6,1,14,2.55,0.88,1.67
1,6,1,15,2.99,1.73,1.26
1,6,1,16,1.08,0.91,0.17
1,6,1,17,3.32,1.93,1.39
1,6,1,18,2.48,1.87,0.61
1,6,1,19,2.54,1.09,1.45
1,6,1,20,2.63,1.97,0.66
1,6,1,21,0.63,1.09,0
1,6,1,22,0.43,0.83,0
1,6,1,23,1.91,1.19,0.72
1,6,2,0,2.73,1.38,1.35
1,6,2,1,1.05,0.83,0.22
1,6,2,2,0.31,0.57,0
1,6,2,3,1.52,1.75,0
1,6,2,4,1.43,1.54,0
1,6,2,5,1.33,1.62,0
1,6,2,6,2.72,1.54,1.18
1,6,2,7,2.11,1.09,1.02
1,6,2,8,2.77,1.88,0.89
1,6,2,9,0.61,0.86,0
1,6,2,10,3.04,1.73,1.31
1,6,2,11,0.66,0.7,0
1,6,2,12,1.63,0.86,0.77
1,6,2,13,1.25,1.19,0.06
1,6,2,14,1.82,1.39,0.43
1,6,2,15,2.05,0.72,1.33
1,6,2,16,1.55,1.66,0
1,6,2,17,1.08,1.2,0
1,6,2,18,1.26,1.3,0
1,6,2,19,3.07,1.93,1.14
1,6,2,20,1.44,1.56,0
1,6,2,21,3.22,1.35,1.87
1,6,2,22,2.63,1.58,1.05
1,6,2,23,2.72,1.42,1.3
1,6,3,0,2.07,1.46,0.61
1,6,3,1,0.63,0.54,0.09
1,6,3,2,2.56,1.58,0.98
1,6,3,3,2.01,1.45,0.56
1,6,3,4,2.55,1.77,0.78
1,6,3,5,1.17,0.74,0.43
1,6,3,6,2.07,1.53,0.54
1,6,3,7,2.55,1.19,1.36
1,6,3,8,2.29,1.13,1.16
1,6,3,9,2.12,0.5,1.62
1,6,3,10,2.48,0.78,1.7
1,6,3,11,1.86,0.86,1
1,6,3,12,2.16,1.1,1.06
1,6,3,13,1.03,1.36,0
1,6,3,14,1.84,1.79,0.05
1,6,3,15,2.19,0.97,1.22
1,6,3,16,1.41,0.64,0.77
1,6,3,17,1.83,1.19,0.64
1,6,3,18,1.41,0.52,0.89
1,6,3,19,2.92,1.88,1.04
1,6,3,20,1.11,0.69,0.42
1,6,3,21,0.96,0.8,0.16
1,6,3,22,1.25,0.83,0.42
1,6,3,23,2.51,1.72,0.79
1,6,4,0,1.79,0.78,1.01
1,6,4,1,2.92,1.05,1.87
1,6,4,2,0.59,0.87,0
1,6,4,3,2.11,1.8,0.31
1,6,4,4,2.63,1.54,1.09
1,6,4,5,2,1.98,0.02
1,6,4,6,0.4,0.71,0
1,6,4,7,1.88,0.91,0.97
1,6,4,8,1.65,0.58,1.07
1,6,4,9,3.29,1.79,1.5
1,6,4,10,1.31,0.61,0.7
1,6,4,11,2.71,1.33,1.38
1,6,4,12,0.97,0.89,0.08
1,6,4,13,1.07,1.23,0
1,6,4,14,2.59,0.92,1.67
1,6,4,15,1.72,1.23,0.49
1,6,4,16,1.64,1.07,0.57
1,6,4,17,1.67,1.57,0.1
1,6,4,18,2.48,1.51,0.97
1,6,4,19,2.48,0.56,1.92
1,6,4,20,1.89,1.7,0.19
1,6,4,21,2.57,0.71,1.86
1,6,4,22,2.58,1.75,0.83
1,6,4,23,2.21,1.27,0.94
1,6,5,0,2.2,1,1.2
1,6,5,1,2.45,0.86,1.59
1,6,5,2,1.08,1.26,0
1,6,5,3,0.78,0.53,0.25
1,6,5,4,0.65,1.1,0
1,6,5,5,1.69,1.77,0
1,6,5,6,2.5,0.7,1.8
1,6,5,7,1.02,0.8,0.22
1,6,5,8,2.16,1.47,0.69
1,6,5,9,3.26,1.37,1.89
1,6,5,10,2.86,1.3,1.56
1,6,5,11,1.38,1.16,0.22
1,6,5,12,1.84,0.51,1.33
1,6,5,13,0.4,0.75,0
1,6,5,14,0.35,0.8,0
1,6,5,15,2.13,1.05,1.08
1,6,5,16,1.67,1.94,0
1,6,5,17,1.66,1.27,0.39
1,6,5,18,0.72,0.97,0
1,6,5,19,1.45,0.74,0.71
1,6,5,20,0.18,0.65,0
1,6,5,21,1.57,1.76,0
1,6,5,22,2.13,0.8,1.33
1,6,5,23,2.57,0.68,1.89
1,6,6,0,1.45,0.81,0.64
1,6,6,1,1.54,1.82,0
1,6,6,2,1.93,0.97,0.96
1,6,6,3,3.03,1.11,1.92
1,6,6,4,1.1,0.97,0.13
1,6,6,5,2.25,1.67,0.58
1,6,6,6,0.84,0.57,0.27
1,6,6,7,3,1.83,1.17
1,6,6,8,2.38,1.83,0.55
1,6,6,9,1.58,1.78,0
1,6,6,10,1.21,0.87,0.34
1,6,6,11,2.89,1.53,1.36
1,6,6,12,1.39,1.25,0.14
1,6,6,13,2.61,1.97,0.64
1,6,6,14,0.51,0.92,0
1,6,6,15,1.02,1.21,0
1,6,6,16,3.21,2,1.21
1,6,6,17,2.72,1.97,0.75
1,6,6,18,0.97,0.98,0
1,6,6,19,0.91,0.89,0.02
1,6,6,20,2.59,0.83,1.76
1,6,6,21,2.52,1.31,1.21
1,6,6,22,1.99,0.67,1.32
1,6,6,23,2.81,1.28,1.53
1,6,7,0,1.14,1.26,0
1,6,7,1,2.08,0.58,1.5
1,6,7,2,2.62,1.47,1.15
1,6,7,3,2.67,1.55,1.12
1,6,7,4,2.86,1.68,1.18
1,6,7,5,3.27,1.37,1.9
1,6,7,6,0.91,0.92,0
1,6,7,7,1.96,0.82,1.14
1,6,7,8,1.01,0.83,0.18
1,6,7,9,3.76,1.89,1.87
1,6,7,10,1.05,1.06,0
1,6,7,11,0.87,0.97,0
1,6,7,12,2.59,1.33,1.26
1,6,7,13,1.95,1.18,0.77
1,6,7,14,0.89,0.67,0.22
1,6,7,15,2.32,0.79,1.53
1,6,7,16,2.45,0.61,1.84
1,6,7,17,2.79,1.33,1.46
1,6,7,18,2.28,1.71,0.57
1,6,7,19,2.01,1.3,0.71
1,6,7,20,1.88,1.6,0.28
1,6,7,21,1.62,1.62,0
1,6,7,22,1.12,0.63,0.49
1,6,7,23,2.31,0.54,1.77
1,7,1,0,2.36,0.85,1.51
1,7,1,1,0.23,0.72,0
1,7,1,2,1.71,1.31,0.4
1,7,1,3,2.56,0.97,1.59
1,7,1,4,1.48,0.71,0.77
1,7,1,5,0.89,0.61,0.28
1,7,1,6,1.52,1.2,0.32
1,7,1,7,2.28,1.41,0.87
1,7,1,8,1.34,1.56,0
1,7,1,9,0.99,1.1,0
1,7,1,10,3.13,1.35,1.78
1,7,1,11,1.56,0.8,0.76
1,7,1,12,2.47,1.56,0.91
1,7,1,13,2.18,0.89,1.29
1,7,1,14,0.08,0.52,0
1,7,1,15,2.96,1.57,1.39
1,7,1,16,0.86,0.62,0.24
1,7,1,17,3.14,1.35,1.79
1,7,1,18,1.04,1.07,0
1,7,1,19,2.03,1.65,0.38
1,7,1,20,3.02,1.9,1.12
1,7,1,21,1.5,1.84,0
1,7,1,22,2.48,1.03,1.45
1,7,1,23,2.59,0.68,1.91
1,7,2,0,2.27,1.14,1.13
1,7,2,1,2.68,1.24,1.44
1,7,2,2,1.11,1.24,0
1,7,2,3,0.86,1.09,0
1,7,2,4,2.46,2,0.46
1,7,2,5,2.89,1.47,1.42
1,7,2,6,2.08,1.48,0.6
1,7,2,7,2.38,0.68,1.7
1,7,2,8,3.23,1.46,1.77
1,7,2,9,1.5,1.03,0.47
1,7,2,10,1.74,1.66,0.08
1,7,2,11,2.05,0.97,1.08
1,7,2,12,3.62,1.68,1.94
1,7,2,13,0.69,0.85,0
1,7,2,14,3.62,1.77,1.85
1,7,2,15,2.82,1.96,0.86
1,7,2,16,2.04,1.66,0.38
1,7,2,17,1.59,1.49,0.1
1,7,2,18,2.96,1.6,1.36
1,7,2,19,2.36,1.08,1.28
1,7,2,20,1.01,1.21,0
1,7,2,21,2.23,1.51,0.72
1,7,2,22,3.5,1.73,1.77
1,7,2,23,2.9,1.05,1.85
1,7,3,0,0.96,0.66,0.3
1,7,3,1,2.68,0.73,1.95
1,7,3,2,1.14,0.62,0.52
1,7,3,3,2.49,1.03,1.46
1,7,3,4,3.78,1.96,1.82
1,7,3,5,2.24,1.74,0.5
1,7,3,6,0.88,0.66,0.22
1,7,3,7,1.33,0.66,0.67
1,7,3,8,2.03,1.94,0.09
1,7,3,9,2.22,1.72,0.5
1,7,3,10,2.41,1.35,1.06
1,7,3,11,1.36,0.58,0.78
1,7,3,12,2.35,1.35,1
1,7,3,13,2.78,1.18,1.6
1,7,3,14,1.38,0.75,0.63
1,7,3,15,2.55,0.89,1.66
1,7,3,16,2.4,1.59,0.81
1,7,3,17,3.67,1.7,1.97
1,7,3,18,1.78,1.19,0.59
1,7,3,19,1.38,1.05,0.33
1,7,3,20,2.09,1.52,0.57
1,7,3,21,0.51,0.63,0
1,7,3,22,1.33,1.01,0.32
1,7,3,23,0.25,0.5,0
1,7,4,0,2.13,1.93,0.2
1,7,4,1,3.14,1.4,1.74
1,7,4,2,2.1,1.6,0.5
1,7,4,3,3.14,1.85,1.29
1,7,4,4,1.66,1.58,0.08
1,7,4,5,1.32,1.31,0.01
1,7,4,6,1.5,1.56,0
1,7,4,7,1.54,1.04,0.5
1,7,4,8,2.32,1.96,0.36
1,7,4,9,2.02,1.69,0.33
1,7,4,10,1.73,0.95,0.78
1,7,4,11,3.19,1.44,1.75
1,7,4,12,2.62,0.94,1.68
1,7,4,13,1.13,1.3,0
1,7,4,14,0.96,1.02,0
1,7,4,15,3.51,1.88,1.63
1,7,4,16,1.13,1.57,0
1,7,4,17,2.96,1.84,1.12
1,7,4,18,1.29,1.69,0
1,7,4,19,1.08,1.13,0
1,7,4,20,1.6,0.67,0.93
1,7,4,21,1.93,1.1,0.83
1,7,4,22,1.01,1.44,0
1,7,4,23,1.27,1.61,0
1,7,5,0,3.13,1.28,1.85
1,7,5,1,3,1.75,1.25
1,7,5,2,1.13,1.54,0
1,7,5,3,1.53,1.67,0
1,7,5,4,1.97,1.05,0.92
1,7,5,5,3.75,1.83,1.92
1,7,5,6,2.23,1.55,0.68
1,7,5,7,0.76,0.96,0
1,7,5,8,2.43,1.22,1.21
1,7,5,9,2.37,1.07,1.3
1,7,5,10,2.96,1.5,1.46
1,7,5,11,0.66,0.63,0.03
1,7,5,12,2.9,1.22,1.68
1,7,5,13,1.2,0.52,0.68
1,7,5,14,2.36,1.09,1.27
1,7,5,15,2.06,1.82,0.24
1,7,5,16,1.67,1.83,0
1,7,5,17,1.61,1.69,0
1,7,5,18,2.89,1.05,1.84
1,7,5,19,0.62,0.91,0
1,7,5,20,1.81,1.14,0.67
1,7,5,21,2.75,0.98,1.77
1,7,5,22,1.71,0.52,1.19
1,7,5,23,2.57,0.72,1.85
1,7,6,0,2.28,1.77,0.51
1,7,6,1,1.92,0.87,1.05
1,7,6,2,1.5,1.72,0
1,7,6,3,2.53,1.8,0.73
1,7,6,4,2.15,1.35,0.8
1,7,6,5,1.16,1.22,0
1,7,6,6,1.79,1.2,0.59
1,7,6,7,1.45,1.44,0.01
1,7,6,8,3.25,1.52,1.73
1,7,6,9,0.78,0.65,0.13
1,7,6,10,2.94,1.41,1.53
1,7,6,11,1.98,1.92,0.06
1,7,6,12,2.1,1.57,0.53
1,7,6,13,1.74,0.69,1.05
1,7,6,14,1.82,1.9,0
1,7,6,15,0.46,0.74,0
1,7,6,16,1.26,1.2,0.06
1,7,6,17,0.32,0.77,0
1,7,6,18,1.81,0.7,1.11
1,7,6,19,2.65,1.07,1.58
1,7,6,20,1.05,1.16,0
1,7,6,21,1.42,1.79,0
1,7,6,22,2.35,1.07,1.28
1,7,6,23,3.41,1.47,1.94
1,7,7,0,2.48,1.81,0.67
1,7,7,1,2.28,0.86,1.42
1,7,7,2,3.1,1.82,1.28
1,7,7,3,1.05,0.64,0.41
1,7,7,4,2.82,1.47,1.35
1,7,7,5,0.37,0.71,0
1,7,7,6,1.44,1.57,0
1,7,7,7,2.84,1.7,1.14
1,7,7,8,2.81,1.27,1.54
1,7,7,9,1.34,1,0.34
1,7,7,10,3.6,1.75,1.85
1,7,7,11,1.12,1.08,0.04
1,7,7,12,3.03,1.14,1.89
1,7,7,13,2.4,0.69,1.71
1,7,7,14,2.97,0.99,1.98
1,7,7,15,3.54,1.85,1.69
1,7,7,16,1.04,1.06,0
1,7,7,17,2.51,1.93,0.58
1,7,7,18,1.35,1.56,0
1,7,7,19,2.41,1.57,0.84
1,7,7,20,1.52,1.02,0.5
1,7,7,21,2.3,1.38,0.92
1,7,7,22,1.97,1.17,0.8
1,7,7,23,1.76,1.27,0.49
1,8,1,0,0.12,0.5,0
1,8,1,1,1.53,0.72,0.81
1,8,1,2,1.42,1.9,0
1,8,1,3,2.22,0.67,1.55
1,8,1,4,2.5,0.53,1.97
1,8,1,5,1.39,0.62,0.77
1,8,1,6,1.81,1.76,0.05
1,8,1,7,1.32,1.32,0
1,8,1,8,3.48,1.92,1.56
1,8,1,9,0.46,0.91,0
1,8,1,10,1.25,1.46,0
1,8,1,11,1.99,1.52,0.47
1,8,1,12,1.73,1.3,0.43
1,8,1,13,1.34,0.63,0.71
1,8,1,14,1.44,1.7,0
1,8,1,15,1.42,0.86,0.56
1,8,1,16,1.84,1.56,0.28
1,8,1,17,2.5,1.77,0.73
1,8,1,18,2.29,1.41,0.88
1,8,1,19,1.48,0.66,0.82
1,8,1,20,2.56,1.1,1.46
1,8,1,21,0.33,0.79,0
1,8,1,22,0.92,1.24,0
1,8,1,23,1.18,1.5,0
1,8,2,0,3.37,1.88,1.49
1,8,2,1,1.56,0.6,0.96
1,8,2,2,1.31,1.25,0.06
1,8,2,3,0.37,0.83,0
1,8,2,4,0.87,1.1,0
1,8,2,5,0.29,0.59,0
1,8,2,6,3.27,1.63,1.64
1,8,2,7,3.35,1.89,1.46
1,8,2,8,0.99,1.11,0
1,8,2,9,2.21,1.49,0.72
1,8,2,10,2.39,1.32,1.07
1,8,2,11,1.65,1.88,0
1,8,2,12,2.2,1.98,0.22
1,8,2,13,2.78,1.12,1.66
1,8,2,14,3.11,1.63,1.48
1,8,2,15,1.26,0.72,0.54
1,8,2,16,0.95,0.88,0.07
1,8,2,17,2.32,1.39,0.93
1,8,2,18,1.78,0.66,1.12
1,8,2,19,0.9,1.4,0
1,8,2,20,1.34,0.63,0.71
1,8,2,21,2.51,1.5,1.01
1,8,2,22,3.1,1.89,1.21
1,8,2,23,2.1,1.19,0.91
1,8,3,0,1.6,1.46,0.14
1,8,3,1,1.36,1.17,0.19
1,8,3,2,0.53,0.73,0
1,8,3,3,1.45,1.75,0
1,8,3,4,1.49,1.63,0
1,8,3,5,2.11,1.8,0.31
1,8,3,6,1.75,0.78,0.97
1,8,3,7,1.23,1.2,0.03
1,8,3,8,1.35,0.68,0.67
1,8,3,9,1.64,1,0.64
1,8,3,10,2.5,1.74,0.76
1,8,3,11,1.14,1.46,0
1,8,3,12,2.37,1.28,1.09
1,8,3,13,1.86,1.58,0.28
1,8,3,14,0.98,1.39,0
1,8,3,15,2.21,0.53,1.68
1,8,3,16,3.37,1.95,1.42
1,8,3,17,0.62,0.96,0
1,8,3,18,3.25,1.55,1.7
1,8,3,19,1.65,0.69,0.96
1,8,3,20,0.89,0.72,0.17
1,8,3,21,1.96,0.53,1.43
1,8,3,22,1.63,1.18,0.45
1,8,3,23,3.93,1.99,1.94
1,8,4,0,2.91,1.67,1.24
1,8,4,1,2.63,0.99,1.64
1,8,4,2,1.85,1.68,0.17
1,8,4,3,2.85,1.4,1.45
1,8,4,4,1.58,0.97,0.61
1,8,4,5,2.99,1.13,1.86
1,8,4,6,2.86,1.84,1.02
1,8,4,7,1.18,1.55,0
1,8,4,8,2.9,1.4,1.5
1,8,4,9,2.08,1.72,0.36
1,8,4,10,2.65,1.97,0.68
1,8,4,11,3.63,1.72,1.91
1,8,4,12,1.67,0.58,1.09
1,8,4,13,2.23,1.09,1.14
1,8,4,14,2.8,1.48,1.32
1,8,4,15,3.21,1.85,1.36
1,8,4,16,2.73,1.22,1.51
1,8,4,17,1.3,0.7,0.6
1,8,4,18,1.78,0.56,1.22
1,8,4,19,2.58,0.81,1.77
1,8,4,20,2.76,0.95,1.81
1,8,4,21,1.04,0.71,0.33
1,8,4,22,3.1,1.42,1.68
1,8,4,23,2.6,1.71,0.89
1,8,5,0,1.25,0.92,0.33
1,8,5,1,1.26,1.47,0
1,8,5,2,1.85,0.54,1.31
1,8,5,3,1,1.44,0
1,8,5,4,2.19,1.99,0.2
1,8,5,5,2.64,0.97,1.67
1,8,5,6,0.92,1.39,0
1,8,5,7,1.75,1.15,0.6
1,8,5,8,0.66,0.62,0.04
1,8,5,9,2.09,1.81,0.28
1,8,5,10,1.74,1,0.74
1,8,5,11,3.31,1.97,1.34
1,8,5,12,3.1,1.11,1.99
1,8,5,13,2.24,1.75,0.49
1,8,5,14,3.58,1.74,1.84
1,8,5,15,0.97,1.32,0
1,8,5,16,3.58,1.72,1.86
1,8,5,17,1.08,0.68,0.4
1,8,5,18,0.76,0.71,0.05
1,8,5,19,2.07,1.15,0.92
1,8,5,20,2.67,0.93,1.74
1,8,5,21,2.34,0.72,1.62
1,8,5,22,1.19,0.51,0.68
1,8,5,23,1.27,1.44,0
1,8,6,0,2.69,1.21,1.48
1,8,6,1,2.97,1.3,1.67
1,8,6,2,2.1,1.99,0.11
1,8,6,3,1.17,0.54,0.63
1,8,6,4,1.45,1.24,0.21
1,8,6,5,2.1,0.6,1.5
1,8,6,6,1.47,1.78,0
1,8,6,7,1.31,1.02,0.29
1,8,6,8,0.32,0.6,0
1,8,6,9,0.57,0.5,0.07
1,8,6,10,2.55,1.78,0.77
1,8,6,11,3.16,1.68,1.48
1,8,6,12,2.54,1.19,1.35
1,8,6,13,1.82,2,0
1,8,6,14,2.35,0.73,1.62
1,8,6,15,2.74,1.04,1.7
1,8,6,16,3.67,1.7,1.97
1,8,6,17,1.96,0.65,1.31
1,8,6,18,3.17,1.58,1.59
1,8,6,19,1.21,1.17,0.04
1,8,6,20,3.46,1.68,1.78
1,8,6,21,3.12,1.4,1.72
1,8,6,22,1.76,1.62,0.14
1,8,6,23,1.9,1.41,0.49
1,8,7,0,2.01,1.48,0.53
1,8,7,1,1.24,1.73,0
1,8,7,2,1.1,1.35,0
1,8,7,3,1.39,0.93,0.46
1,8,7,4,1.9,1.44,0.46
1,8,7,5,1.4,1.76,0
1,8,7,6,0.97,0.94,0.03
1,8,7,7,1.58,0.7,0.88
1,8,7,8,2.59,0.97,1.62
1,8,7,9,2.57,1.8,0.77
1,8,7,10,2.58,1.95,0.63
1,8,7,11,2.53,1.74,0.79
1,8,7,12,0.66,0.51,0.15
1,8,7,13,1.09,1.19,0
1,8,7,14,3.21,1.24,1.97
1,8,7,15,2.19,0.83,1.36
1,8,7,16,3.09,1.76,1.33
1,8,7,17,3.15,1.41,1.74
1,8,7,18,1.6,0.67,0.93
1,8,7,19,1.91,0.57,1.34
1,8,7,20,1.79,1.2,0.59
1,8,7,21,1.73,0.56,1.17
1,8,7,22,1.36,1.34,0.02
1,8,7,23,0.69,1.09,0
1,9,1,0,2.44,1.97,0.47
1,9,1,1,1.83,0.83,1
1,9,1,2,2.08,1.66,0.42
1,9,1,3,1.67,1.43,0.24
1,9,1,4,1.01,1.13,0
1,9,1,5,3.11,1.17,1.94
1,9,1,6,3.22,1.28,1.94
1,9,1,7,2.35,1.01,1.34
1,9,1,8,1.36,0.83,0.53
1,9,1,9,2.98,1.57,1.41
1,9,1,10,1.68,1.94,0
1,9,1,11,3.55,1.86,1.69
1,9,1,12,0.88,1.11,0
1,9,1,13,1.29,1.02,0.27
1,9,1,14,1.52,0.76,0.76
1,9,1,15,2.35,1.12,1.23
1,9,1,16,1.93,1.56,0.37
1,9,1,17,2.09,0.71,1.38
1,9,1,18,3.41,1.78,1.63
1,9,1,19,2.39,1.21,1.18
1,9,1,20,0.83,0.94,0
1,9,1,21,2.06,1.65,0.41
1,9,1,22,1.6,1.46,0.14
1,9,1,23,1.14,1.23,0
1,9,2,0,0.86,1.08,0
1,9,2,1,1.99,0.71,1.28
1,9,2,2,3.49,1.96,1.53
1,9,2,3,2.8,0.84,1.96
1,9,2,4,1.19,1.04,0.15
1,9,2,5,2.6,0.99,1.61
1,9,2,6,2.49,0.84,1.65
1,9,2,7,1.51,0.71,0.8
1,9,2,8,0.7,0.74,0
1,9,2,9,1.88,1.92,0
1,9,2,10,1.63,0.93,0.7
1,9,2,11,2.65,1.4,1.25
1,9,2,12,1.66,1.66,0
1,9,2,13,2.84,1.07,1.77
1,9,2,14,1.18,1.25,0
1,9,2,15,2.9,1.09,1.81
1,9,2,16,2.22,1.87,0.35
1,9,2,17,0.63,0.51,0.12
1,9,2,18,2.9,1.72,1.18
1,9,2,19,0.54,0.8,0
1,9,2,20,0.97,1.05,0
1,9,2,21,2.12,2,0.12
1,9,2,22,3.08,1.57,1.51
1,9,2,23,3.26,1.28,1.98
1,9,3,0,1.63,0.82,0.81
1,9,3,1,2.13,1.01,1.12
1,9,3,2,3.22,1.3,1.92
1,9,3,3,1.79,0.62,1.17
1,9,3,4,0.71,0.75,0
1,9,3,5,1.9,1.03,0.87
1,9,3,6,1.71,1.59,0.12
1,9,3,7,0.97,1.27,0
1,9,3,8,2.49,0.85,1.64
1,9,3,9,3.12,1.35,1.77
1,9,3,10,1.74,1.43,0.31
1,9,3,11,2.77,0.82,1.95
1,9,3,12,2.97,1.22,1.75
1,9,3,13,0.51,0.65,0
1,9,3,14,0.96,0.74,0.22
1,9,3,15,2.55,0.74,1.81
1,9,3,16,1.18,1.06,0.12
1,9,3,17,1.86,1.81,0.05
1,9,3,18,1.34,1.06,0.28
1,9,3,19,1.89,1.02,0.87
1,9,3,20,2.74,1.39,1.35
1,9,3,21,2.01,0.69,1.32
1,9,3,22,1.15,1.18,0
1,9,3,23,2.55,1.87,0.68
1,9,4,0,2.57,0.58,1.99
1,9,4,1,2.14,0.76,1.38
1,9,4,2,1.44,0.88,0.56
1,9,4,3,1.82,1.88,0
1,9,4,4,1.87,1.08,0.79
1,9,4,5,2.96,1.44,1.52
1,9,4,6,1.2,0.84,0.36
1,9,4,7,3.66,1.79,1.87
1,9,4,8,0.56,0.94,0
